姓名,学校,学院,职位,性别,个人主页,个人照片
董雷霆,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/dongleiting/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
孟宪红,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/mengxianhong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/67/02/A8224B080085AEE7A36275BBD0D_06EA2721_A584.jpg
孙玉鑫,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/sunyuxin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/0F/84/CFF5526A642DD442B50823EDD74_2C6FC92D_109E.jpg
邢誉峰,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/xingyufeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/8A/3D/1E4E76E7112A9F66A475D1E5F41_AA4DF743_9FE9.jpg
邢玉明,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/xingyuming/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
戴玉婷,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/daiyuting/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/87/F5/B675962694FA38FBE8CFFBA07E0_0BE4537D_A3E1.jpg
蒋崇文,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/jiangchongwen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/7D/1C/49C4C16F32CC7FB6925C9FC59E8_77995C86_414D.jpg
王青云,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/wangqingyun/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
黄勇,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/huangyong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/83/4E/1FEAB241D7D23C60C800A1CF878_683AF3F6_343D.png
乐挺,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/yueting/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/BA/DB/36A512B4736D6315CF64BFE0852_BBD81190_9AA0.jpg
王吉东,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/wangjidong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/59/AA/DCE61C354E5104740CA7945E024_BFB4C13A_9F7E.jpg
于剑,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/yujian/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/28/87/2C2101EE850C3503B24E9FA9A60_3805A0CC_612A.jpg
周尧明,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/zhouyaoming/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/67/07/677B53118CB9D8BEC75890B58C2_86AA8C5B_4333.jpg
柏立战,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/bailizhan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/C1/38/E382824036663889CC2CC1877B8_EFCA7337_10CB.jpg
宋磊,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/songlei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/B4/B5/1B2CE411B1A1FB3AA0807DA01C2_834A281F_D35A.jpg
张俊,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/junzhang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/C2/35/C5C7AE71A277CBB1FDE1E93D1C0_7D137790_48C9.jpg
邱义芬,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/qiuyifen/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
李道春,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/lidc/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/2D/20/A9EDD640E255B2286A1183AA1E2_038EEB51_11AA.jpg
潘兵,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/panbing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/9C/7F/250FFD218A55B284461C4688F0B_D99DA976_750B.jpg
吴宗成,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/wuzongcheng/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
潘翀,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/panchong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/39/89/4CDFE0C40E637E755DC9D04589A_0790B3FA_D6AA.jpg
张彤,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/zhangtong/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
宋秀玲,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/songxiuling/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王浚,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/wangjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/71/55/67F5113EBD0C7C40317BA56E209_652A41B0_763B.jpg
张兴娟,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/zhangxingjuan/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王超,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/wangchao/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
常士楠,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/changshinan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/BA/23/E408C927FC86E98145EF0934710_B53998D5_4DFD.jpg
李敏,北京航空航天大学,航空科学与工程学院,N/A,N/A,http://shi.buaa.edu.cn/limin/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
朱磊,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/zhulei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/E5/B6/58B922B5BD12949D52AB376DBF3_7BC9B86F_117E.jpg
赵竞全,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/01050/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/4B/A4/87C73B2EEDDB0E6B65FA74A0301_9FF0688E_101D.jpg
董素君,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/dongsujun/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
赵寿根,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/zhaoshougen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/A2/AA/A47024BFE3BFB77EE6DEB1F5AE1_A84620ED_9CD4.jpg
苏媛,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/suyuan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/32/A5/9BA5A77AD27BC4CCE85D84C665C_27D50580_AE0.jpg
曹义华,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/caoyihua/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/23/76/D099F1FC710701FFE65E00E5D37_B3905644_A657.jpg
朱斯岩,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/zhusiyan/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
孟庆春,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/mengqingchun/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
杨嘉陵,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/yangjialing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/B4/67/CF10D7A954DB856CF8503EEFBE9_F4D797FC_6F5B.png
郁嘉,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/yujia/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
何景武,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/hejingwu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/5C/49/0924B98EA97889B334E5F14C2E8_59ADD972_2E83.jpg
贺天鹏,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/hetianpeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/01/CB/98504BA5BD5499EBDD084D4D3DC_02FB32F9_72C8.jpg
王磊,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/wanglei1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/74/BA/8241786657737744BAF647CA62E_15FAE9B6_130F.jpg
王晓军,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/wangxiaojun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/04/D8/D4903C639A1676038CE874E4D27_8C698E92_24ED.jpg
邱志平,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/qiuzhiping/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/68/06/F571C02ED4758233E1A2DCE9916_84423CF8_D42D.jpg
罗明强,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/luomingqiang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/21/B7/154C097FACB85E73FEA9765F557_DFCC76FB_83BB.jpg
袁卫星,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/yuanweixing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/30/AA/CB2EFC55AF7D97B2D9232B5BD43_EE5429CF_C307.jpg
王黎静,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/wanglijing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/13/DB/5CB9419FAA64D97060AFA0ED80F_E20EBF41_2F6C.jpg
姬金祖,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/jijinzu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/30/B2/E9521050BD0B8B7A051A84EAF1F_F3F73BB4_122B.jpg
王治华,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/wangzhihua/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/B8/32/EA5E88C449210686C3DCE9832E4_82BF5A74_A1DD.jpg
王立峰,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/wanglifeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/96/3F/62565A808EA929159A7E2FECB6C_57A1F83C_15BA.jpg
谢长川,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/xiezhangchuan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/01/C0/1A02F1ECDD5856FD754E6849D86_E31BA791_6A51.jpg
贺小帆,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/hexiaofan/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王立新,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/wanglixin/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
李可,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/like/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/EC/2A/DA944AE2EE1ABF81A3A08D0FD9F_27CF6127_9C65.jpg
孙立国,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/sunliguo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/22/80/239FFD2724E6BBCB3C755BE716D_09D58C5C_B095.jpg
杨振宇,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/yangzhenyu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/8D/3D/6B77B6364B39A5E84BF2C9E3319_8FDAC8C0_57EC.jpg
李运泽,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/liyunze/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/85/5B/0441E574D94A7DD4E0808260710_28115FDF_4FC9.jpg
刘沛清,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/liupeiqing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/F2/AF/CA8B8BCED208E204E149213DF6D_206CB3D9_9B81.jpg
吴永康,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/wuyongkang/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
陈玉丽,北京航空航天大学,航空科学与工程学院,N/A,女,http://shi.buaa.edu.cn/chenyuli/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/51/D1/FA88F0EC81FBF4BF2D61EABA322_03074D02_9353.jpg
胡伟平,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/huweiping/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/4C/F6/5A76F93B4BC479DFEF74E4ED9A7_A60E4255_45C0.jpg
吴志刚,北京航空航天大学,航空科学与工程学院,N/A,男,http://shi.buaa.edu.cn/wuzhigang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/80/B1/A01D411D30484BF919AE22FA765_35F68737_D871.jpg
赵江,北京航空航天大学,自动化科学与电气工程学院,研究生导师+讲师,男,http://shi.buaa.edu.cn/zhaojiang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/E3/B2/2336901EFC8E48824C1A1BD3A0C_81899572_858B.jpg
